pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
3311	The	An	2.7	NEUTRAL
3313	The	An	2.3	NEUTRAL
3314	The	An	3.9	ENTAILMENT
3316	There	A	3.4	CONTRADICTION
3319	The	The	2.9	NEUTRAL
3321	A	The	4	NEUTRAL
3324	There	The	3.7	CONTRADICTION
3325	The	A	4.7	ENTAILMENT
3327	The	The	3.1	NEUTRAL
3329	The	The	3.8	CONTRADICTION
3330	The	A	2.4	NEUTRAL
3332	Bread	The	1.8	NEUTRAL
3336	A	A	3.8	NEUTRAL
3339	A	A	3.6	NEUTRAL
3340	A	A	3.2	NEUTRAL
3342	A	A	2.7	NEUTRAL
3344	A	A	4	ENTAILMENT
3345	A	A	3	NEUTRAL
3346	Someone	Someone	3.7	NEUTRAL
3347	There	Someone	4	CONTRADICTION
3349	Someone	Someone	3.315	NEUTRAL
3351	Someone	Someone	2.9	NEUTRAL
3353	There	Someone	2.7	CONTRADICTION
3357	A	A	4.9	ENTAILMENT
3358	A	A	3.3	NEUTRAL
3359	A	A	5	ENTAILMENT
3362	A	There	3.4	CONTRADICTION
3366	Someone	Someone	4.5	ENTAILMENT
3367	Someone	Someone	3.4	CONTRADICTION
3368	A	Someone	3.4	ENTAILMENT
3369	Someone	A	2	NEUTRAL
3370	The	Someone	3.9	ENTAILMENT
3371	There	Someone	2.6	NEUTRAL
3372	A	Someone	4.2	ENTAILMENT
3374	There	A	3.4	CONTRADICTION
3375	A	A	3.815	NEUTRAL
3376	The	The	4.385	ENTAILMENT
3378	The	A	1.4	NEUTRAL
3382	The	A	1.6	NEUTRAL
3385	There	A	3.9	CONTRADICTION
3386	One	The	4.6	ENTAILMENT
3389	A	The	2.6	CONTRADICTION
3395	The	The	4.9	ENTAILMENT
3396	The	The	3.9	CONTRADICTION
3397	Someone	The	3.9	NEUTRAL
3400	Nobody	The	4.1	CONTRADICTION
3405	A	A	3.1	CONTRADICTION
3407	A	A	3.6	NEUTRAL
3411	The	A	4.9	ENTAILMENT
3412	A	A	4	NEUTRAL
3413	A	A	2.6	NEUTRAL
3414	A	A	4.6	ENTAILMENT
3416	A	A	1.4	NEUTRAL
3418	The	A	2.1	NEUTRAL
3422	A	The	5	ENTAILMENT
3424	A	A	2.2	NEUTRAL
3426	A	A	3.6	NEUTRAL
3427	A	A	2.7	NEUTRAL
3428	A	A	2.8	NEUTRAL
3429	The	A	3.1	NEUTRAL
3432	A	A	3.8	NEUTRAL
3435	A	A	4.1	ENTAILMENT
3436	A	A	3.6	NEUTRAL
3437	A	A	4.9	ENTAILMENT
3438	A	A	3.9	NEUTRAL
3440	A	There	3.9	CONTRADICTION
3443	A	A	4.1	NEUTRAL
3444	A	One	5	ENTAILMENT
3448	One	A	4	NEUTRAL
3451	One	A	4.9	ENTAILMENT
3452	A	There	3.3	CONTRADICTION
3453	The	The	4.9	ENTAILMENT
3454	The	The	3.9	CONTRADICTION
3461	There	A	2.8	CONTRADICTION
3462	A	A	4.5	ENTAILMENT
3465	A	A	3.6	NEUTRAL
3467	A	There	4.285	CONTRADICTION
3471	The	A	5	ENTAILMENT
3472	A	There	3.5	CONTRADICTION
3479	A	A	2.6	NEUTRAL
3480	A	A	4.8	ENTAILMENT
3484	The	The	3.7	CONTRADICTION
3486	A	The	4	ENTAILMENT
3487	A	The	3	NEUTRAL
3488	A	The	3.8	ENTAILMENT
3491	The	Someone	2.9	NEUTRAL
3492	A	The	4	NEUTRAL
3494	There	A	3.75	CONTRADICTION
3496	A	A	3.1	NEUTRAL
3500	A	A	3	NEUTRAL
3504	A	A	4.4	ENTAILMENT
3507	The	The	3	CONTRADICTION
3508	A	Garlic	4.8	ENTAILMENT
3510	The	A	4.6	ENTAILMENT
3511	A	The	3.6	NEUTRAL
3512	A	The	4.8	ENTAILMENT
3514	A	There	2.9	CONTRADICTION
3516	The	The	3.9	CONTRADICTION
3517	The	A	3	NEUTRAL
3528	The	A	3.4	NEUTRAL
3529	The	A	2.9	NEUTRAL
3530	The	The	4.8	ENTAILMENT
3533	Somebody	Someone	4.8	ENTAILMENT
3534	Someone	Someone	3.8	NEUTRAL
3537	Nobody	Someone	3.7	CONTRADICTION
3538	Someone	Okra	4.1	NEUTRAL
3539	Nobody	Someone	2.6	NEUTRAL
3541	Someone	Someone	4.1	NEUTRAL
3542	Someone	Someone	3	NEUTRAL
3543	Someone	Someone	4	NEUTRAL
3544	The	A	4.9	ENTAILMENT
3547	A	There	3.9	CONTRADICTION
3548	A	A	2.7	NEUTRAL
3549	There	A	2.1	NEUTRAL
3552	A	A	1.9	NEUTRAL
3554	A	There	4.2	CONTRADICTION
3556	A	A	2.9	CONTRADICTION
3561	A	A	4.45	ENTAILMENT
3565	Paper	There	3.7	CONTRADICTION
3566	Paper	Paper	3.085	NEUTRAL
3567	The	Some	4.6	ENTAILMENT
3568	The	The	4	CONTRADICTION
3569	Some	Paper	4.9	ENTAILMENT
3571	Someone	The	4.5	ENTAILMENT
3572	The	There	4.2	NEUTRAL
3574	Paper	The	4.4	ENTAILMENT
3576	A	A	3.9	NEUTRAL
3577	The	The	4.5	ENTAILMENT
3579	The	A	3.2	NEUTRAL
3580	A	The	3.1	ENTAILMENT
3582	A	The	2.5	NEUTRAL
3584	A	The	4.9	ENTAILMENT
3589	A	A	3.385	NEUTRAL
3592	A	A	4.8	ENTAILMENT
3602	The	A	2.3	NEUTRAL
3603	The	A	4.3	ENTAILMENT
3607	A	There	3	CONTRADICTION
3611	A	A	3.4	NEUTRAL
3614	A	A	2.6	NEUTRAL
3618	Some	The	3.1	NEUTRAL
3620	The	A	3.8	CONTRADICTION
3623	Some	A	4.3	ENTAILMENT
3624	A	A	4.5	ENTAILMENT
3627	The	The	3.2	CONTRADICTION
3629	A	Someone	4.6	ENTAILMENT
3630	A	The	3.5	NEUTRAL
3633	The	There	3.8	NEUTRAL
3635	A	A	4.7	ENTAILMENT
3638	The	The	3.6	CONTRADICTION
3639	A	A	3.5	NEUTRAL
3640	The	A	3.6	NEUTRAL
3643	A	The	3.5	NEUTRAL
3646	Four	Four	2.9	NEUTRAL
3647	The	The	5	ENTAILMENT
3649	The	The	3.7	NEUTRAL
3650	The	Four	4	NEUTRAL
3651	Four	The	2.9	NEUTRAL
3653	The	Some	3.7	NEUTRAL
3658	There	A	3.5	CONTRADICTION
3666	A	A	4.9	ENTAILMENT
3668	A	A	5	ENTAILMENT
3669	There	A	3.5	CONTRADICTION
3672	A	There	2.7	NEUTRAL
3673	A	It	2.5	NEUTRAL
3682	Men	Some	3.9	NEUTRAL
3684	Runners	Men	3.9	NEUTRAL
3685	Some	Racers	3.8	NEUTRAL
3686	Racers	Some	1.3	NEUTRAL
3687	Men	Racers	3.9	NEUTRAL
3689	The	The	4.4	CONTRADICTION
3690	The	The	3.9	NEUTRAL
3691	The	The	4.6	ENTAILMENT
3692	The	The	3.6	CONTRADICTION
3693	The	The	4.5	ENTAILMENT
3694	The	The	3.1	CONTRADICTION
3695	The	The	4.9	ENTAILMENT
3696	The	The	4	CONTRADICTION
3697	The	The	2.7	NEUTRAL
3699	A	Eyeshadow	5	ENTAILMENT
3701	A	The	4.8	ENTAILMENT
3702	A	The	2.915	CONTRADICTION
3703	A	The	4.3	ENTAILMENT
3705	Eyeshadow	A	4.2	ENTAILMENT
3707	A	A	4.5	ENTAILMENT
3708	A	A	4.5	ENTAILMENT
3710	A	A	4.8	ENTAILMENT
3713	A	A	4.9	ENTAILMENT
3719	The	A	4.9	ENTAILMENT
3720	A	There	4	CONTRADICTION
3725	The	The	4.3	CONTRADICTION
3727	The	A	4	NEUTRAL
3728	Several	Several	4.1	NEUTRAL
3736	Some	Several	3.4	NEUTRAL
3737	Several	Swimmers	3.5	NEUTRAL
3739	Swimmers	Several	3.165	NEUTRAL
3740	Several	Swimmers	3.5	NEUTRAL
3742	A	A	3.9	CONTRADICTION
3743	A	A	4.7	ENTAILMENT
3746	There	A	3.4	NEUTRAL
3748	A	A	2.7	NEUTRAL
3750	A	A	4.2	ENTAILMENT
3751	A	There	3.6	CONTRADICTION
3752	The	A	5	ENTAILMENT
3753	A	A	3.3	NEUTRAL
3755	A	A	3.2	NEUTRAL
3756	A	A	4.8	ENTAILMENT
3758	A	A	4.5	ENTAILMENT
3759	A	A	4.5	ENTAILMENT
3761	A	A	4.9	ENTAILMENT
3762	A	A	2.7	NEUTRAL
3765	A	A	4.4	ENTAILMENT
3766	There	A	3.4	CONTRADICTION
3770	The	The	4.4	ENTAILMENT
3774	The	A	4.7	ENTAILMENT
3776	The	A	4.6	ENTAILMENT
3777	A	The	4.9	ENTAILMENT
3779	A	A	3.6	NEUTRAL
3780	A	A	4.5	ENTAILMENT
3781	A	A	3.6	NEUTRAL
3783	A	A	3.7	NEUTRAL
3784	A	A	1.9	NEUTRAL
3785	A	A	3.1	NEUTRAL
3788	A	A	3	NEUTRAL
3789	A	A	3.4	NEUTRAL
3795	A	A	4.6	ENTAILMENT
3797	A	A	3.9	NEUTRAL
3799	A	A	2.7	NEUTRAL
3800	A	A	4.7	ENTAILMENT
3801	A	A	5	ENTAILMENT
3803	A	A	3.8	NEUTRAL
3804	A	A	4.3	ENTAILMENT
3805	A	A	3	NEUTRAL
3807	A	A	2.3	NEUTRAL
3809	There	A	2.9	NEUTRAL
3814	A	A	3	NEUTRAL
3820	The	There	3.2	NEUTRAL
3821	A	The	3	NEUTRAL
3823	A	A	4.3	ENTAILMENT
3825	The	A	5	ENTAILMENT
3826	The	A	3.5	NEUTRAL
3827	A	The	4.9	ENTAILMENT
3828	The	A	3.7	NEUTRAL
3831	A	A	4.9	ENTAILMENT
3834	The	The	4.4	ENTAILMENT
3836	A	The	4.6	ENTAILMENT
3838	The	A	3.8	NEUTRAL
3839	A	A	4.7	ENTAILMENT
3840	The	A	4.3	ENTAILMENT
3844	A	A	3.6	NEUTRAL
3845	A	A	3.3	NEUTRAL
3846	The	A	5	ENTAILMENT
3847	A	There	3.9	CONTRADICTION
3852	A	A	2.9	NEUTRAL
3853	A	A	4.4	ENTAILMENT
3856	The	The	4.7	ENTAILMENT
3857	The	The	3.8	CONTRADICTION
3860	A	The	3.7	NEUTRAL
3864	A	The	3.3	NEUTRAL
3866	A	A	3.1	NEUTRAL
3868	The	A	3.8	NEUTRAL
3869	A	A	3.4	NEUTRAL
3870	The	A	3.9	ENTAILMENT
3871	The	A	3.2	NEUTRAL
3872	A	A	3.2	NEUTRAL
3873	A	A	3.6	NEUTRAL
3874	A	A	2.9	NEUTRAL
3882	A	A	4	NEUTRAL
3883	A	A	2.4	NEUTRAL
3884	A	A	4.3	ENTAILMENT
3885	A	A	4.6	ENTAILMENT
3886	There	A	4.4	CONTRADICTION
3887	A	A	4.8	ENTAILMENT
3892	There	A	2.9	NEUTRAL
3893	A	A	3.2	NEUTRAL
3895	The	A	3.015	NEUTRAL
3898	A	A	3	NEUTRAL
3899	There	A	2.2	NEUTRAL
3901	The	A	1.2	NEUTRAL
3904	A	A	3.5	NEUTRAL
3905	The	The	4.3	ENTAILMENT
3908	A	The	3.1	NEUTRAL
3912	A	A	4.5	ENTAILMENT
3914	The	The	4.5	ENTAILMENT
3915	The	The	3.3	CONTRADICTION
3917	The	A	3.3	NEUTRAL
3920	The	A	3.8	ENTAILMENT
3921	Boys	Young	4.4	NEUTRAL
3924	Two	Two	5	ENTAILMENT
3929	Boys	A	1.4	NEUTRAL
3930	Young	Two	2.9	NEUTRAL
3934	The	A	4.9	ENTAILMENT
3935	A	There	3.2	CONTRADICTION
3936	A	A	4.6	ENTAILMENT
3938	A	A	4.4	ENTAILMENT
3939	A	A	3.4	NEUTRAL
3940	The	A	4.8	ENTAILMENT
3942	A	A	4.6	ENTAILMENT
3943	The	The	4.8	ENTAILMENT
3947	The	Two	4.2	ENTAILMENT
3948	The	Nobody	4.3	CONTRADICTION
3949	The	Two	4.8	ENTAILMENT
3951	Two	The	4.6	ENTAILMENT
3955	The	The	3.5	CONTRADICTION
3956	The	The	2.6	NEUTRAL
3957	The	A	3.8	ENTAILMENT
3958	The	A	2.9	NEUTRAL
3961	A	The	2.9	NEUTRAL
3970	A	A	2.4	NEUTRAL
3972	A	A	4.5	ENTAILMENT
3973	A	There	3	CONTRADICTION
3976	A	A	4.4	ENTAILMENT
3980	A	A	4.4	ENTAILMENT
3985	A	A	3.3	NEUTRAL
3986	A	There	2.4	NEUTRAL
3987	A	The	3.3	NEUTRAL
3990	A	A	4.1	ENTAILMENT
3992	A	A	4.9	ENTAILMENT
3993	A	There	4	CONTRADICTION
3994	A	Someone	3.5	NEUTRAL
3995	A	A	3.1	NEUTRAL
3998	A	A	2.3	NEUTRAL
3999	A	There	1.885	NEUTRAL
4002	A	A	4.3	NEUTRAL
4004	A	The	4.9	ENTAILMENT
4007	A	The	2.9	NEUTRAL
4012	The	The	4.5	ENTAILMENT
4013	The	The	3	CONTRADICTION
4014	The	A	2.835	NEUTRAL
4017	The	The	3.8	CONTRADICTION
4020	The	The	3	NEUTRAL
4021	The	The	4.6	ENTAILMENT
4028	There	A	4.5	CONTRADICTION
4033	Tiles	A	3.7	NEUTRAL
4034	A	A	2.235	NEUTRAL
4036	A	The	5	ENTAILMENT
4037	A	There	4	CONTRADICTION
4038	A	A	5	ENTAILMENT
4040	A	A	3.9	NEUTRAL
4041	A	A	2.6	NEUTRAL
4043	A	There	2.7	CONTRADICTION
4045	A	A	4.5	ENTAILMENT
4046	A	A	2.6	NEUTRAL
4047	A	A	4.7	ENTAILMENT
4049	A	A	4.4	ENTAILMENT
4050	A	There	3.2	NEUTRAL
4056	A	The	4.8	ENTAILMENT
4058	The	A	3.2	NEUTRAL
4061	There	A	2.3	NEUTRAL
4062	A	A	3.7	NEUTRAL
4063	A	A	4.8	ENTAILMENT
4065	A	A	3.9	NEUTRAL
4068	A	The	3.5	NEUTRAL
4069	A	The	2.9	NEUTRAL
4071	The	A	3.7	NEUTRAL
4072	A	The	3.5	NEUTRAL
4074	A	A	5	ENTAILMENT
4076	One	The	5	ENTAILMENT
4083	A	The	3.9	NEUTRAL
4084	The	A	5	ENTAILMENT
4085	A	A	4.9	ENTAILMENT
4087	A	A	2.865	NEUTRAL
4088	The	The	3.4	NEUTRAL
4090	Someone	The	4	ENTAILMENT
4094	A	The	4.1	ENTAILMENT
4100	Someone	Somebody	4.8	ENTAILMENT
4102	Somebody	Someone	2.8	NEUTRAL
4105	Someone	Someone	2.2	NEUTRAL
4108	There	A	4.1	CONTRADICTION
4109	A	A	4.9	ENTAILMENT
4112	There	A	3.1	NEUTRAL
4113	A	Some	4.4	ENTAILMENT
4115	A	A	4.2	ENTAILMENT
4117	A	A	3.9	CONTRADICTION
4118	The	The	4.7	ENTAILMENT
4119	The	The	2.8	CONTRADICTION
4120	The	The	3.4	CONTRADICTION
4123	A	The	3.2	NEUTRAL
4125	The	A	3.7	CONTRADICTION
4126	A	The	4	NEUTRAL
4127	A	A	5	ENTAILMENT
4132	A	A	3.6	NEUTRAL
4134	There	A	3.7	CONTRADICTION
4136	A	A	4.3	ENTAILMENT
4137	There	A	3.5	CONTRADICTION
4141	A	There	3.1	NEUTRAL
4142	Several	A	3.6	NEUTRAL
4145	A	A	4.9	ENTAILMENT
4146	There	A	3.5	CONTRADICTION
4147	A	A	4.9	ENTAILMENT
4148	A	A	3.3	CONTRADICTION
4149	A	A	3	NEUTRAL
4152	A	There	2.4	ENTAILMENT
4154	A	A	5	ENTAILMENT
4162	A	A	3	NEUTRAL
4163	The	The	4.6	ENTAILMENT
4165	The	The	4.4	ENTAILMENT
4168	The	The	3.6	NEUTRAL
4173	There	A	3.2	CONTRADICTION
4174	An	A	4.8	ENTAILMENT
4176	An	A	4.1	ENTAILMENT
4178	A	A	4.3	ENTAILMENT
4179	A	There	3.4	CONTRADICTION
4181	A	A	4.3	ENTAILMENT
4183	A	A	4.4	ENTAILMENT
4185	A	A	2.3	NEUTRAL
4193	A	There	3.7	CONTRADICTION
4194	A	A	4.4	ENTAILMENT
4195	There	A	3.9	CONTRADICTION
4197	A	There	1.3	NEUTRAL
4199	A	There	1.6	NEUTRAL
4202	There	A	3.9	CONTRADICTION
4205	A	A	4.8	ENTAILMENT
4207	A	A	4.4	ENTAILMENT
4209	A	A	4.6	ENTAILMENT
4212	Someone	Someone	4.3	ENTAILMENT
4213	Someone	Someone	4	NEUTRAL
4214	Someone	A	3.9	ENTAILMENT
4216	Someone	A	3.8	NEUTRAL
4219	A	A	4.8	ENTAILMENT
4220	A	There	2.8	CONTRADICTION
4221	The	The	4.4	ENTAILMENT
4223	The	A	4	NEUTRAL
4228	Guitar	Two	4.8	ENTAILMENT
4231	Two	Two	3.3	NEUTRAL
4232	Two	Two	1.8	NEUTRAL
4235	Two	Two	1.535	NEUTRAL
4236	Two	Two	2.3	NEUTRAL
4238	A	There	4	CONTRADICTION
4239	A	An	4.9	ENTAILMENT
4242	A	There	2.3	NEUTRAL
4244	There	A	2	NEUTRAL
4246	A	A	4.8	ENTAILMENT
4247	There	A	3.3	CONTRADICTION
4248	A	A	4.2	ENTAILMENT
4251	A	A	3.7	NEUTRAL
4252	There	A	3.9	CONTRADICTION
4253	People	A	2.3	NEUTRAL
4254	A	A	4.5	ENTAILMENT
4257	The	The	4.7	ENTAILMENT
4259	The	The	4.6	ENTAILMENT
4260	The	The	3.4	NEUTRAL
4265	The	The	1.3	NEUTRAL
4266	A	A	4.9	ENTAILMENT
4267	There	A	3.9	CONTRADICTION
4269	A	A	3.5	CONTRADICTION
4272	A	A	4.4	ENTAILMENT
4274	A	A	4.7	ENTAILMENT
4275	A	Two	4.7	ENTAILMENT
4277	An	An	4.9	ENTAILMENT
4279	An	A	4.1	ENTAILMENT
4280	A	A	4.4	ENTAILMENT
4282	An	A	3.5	CONTRADICTION
4283	An	A	4.4	ENTAILMENT
4284	A	A	4.8	ENTAILMENT
4287	The	The	3.8	NEUTRAL
4289	The	A	4.085	NEUTRAL
4290	The	A	4.2	ENTAILMENT
4291	There	The	3.5	CONTRADICTION
4295	An	An	4.8	ENTAILMENT
4301	An	A	4.9	ENTAILMENT
4304	A	A	4.5	ENTAILMENT
4305	A	A	4.5	CONTRADICTION
4306	A	A	1	NEUTRAL
4307	A	A	1	NEUTRAL
4308	A	A	1.1	NEUTRAL
4312	A	There	3.6	CONTRADICTION
4315	A	A	3	NEUTRAL
4316	A	A	3.9	NEUTRAL
4318	There	A	3	NEUTRAL
4320	A	A	4.1	ENTAILMENT
4322	A	A	3.4	NEUTRAL
4323	The	The	3.9	NEUTRAL
4325	The	The	2.4	NEUTRAL
4328	The	A	2.5	NEUTRAL
4329	A	The	4.9	ENTAILMENT
4338	A	There	1.4	NEUTRAL
4339	A	A	2	NEUTRAL
4340	A	A	1.4	NEUTRAL
4341	A	A	1.7	NEUTRAL
4344	Someone	Someone	4.9	ENTAILMENT
4346	A	Someone	4	NEUTRAL
4347	A	There	3.4	NEUTRAL
4348	Someone	A	2.8	NEUTRAL
4349	There	Someone	3.1	NEUTRAL
4350	A	Someone	3.7	NEUTRAL
4351	A	A	4.8	ENTAILMENT
4354	A	A	2.4	CONTRADICTION
4357	A	A	1	NEUTRAL
4359	A	A	1	NEUTRAL
4361	A	There	4.3	CONTRADICTION
4363	A	A	3.7	NEUTRAL
4364	A	A	3	CONTRADICTION
4365	A	A	3	NEUTRAL
4369	A	A	2	NEUTRAL
4370	A	A	3.9	NEUTRAL
4377	Someone	A	2.5	NEUTRAL
4378	A	Someone	2.3	NEUTRAL
4379	A	Someone	2.915	NEUTRAL
4381	A	A	4.1	NEUTRAL
4382	A	A	4.8	ENTAILMENT
4386	A	A	5	ENTAILMENT
4387	A	A	3	NEUTRAL
4390	A	A	4.1	CONTRADICTION
4392	A	A	3.5	NEUTRAL
4393	A	A	4.1	ENTAILMENT
4394	A	A	4.7	ENTAILMENT
4395	A	A	4.1	ENTAILMENT
4396	A	A	3.6	NEUTRAL
4398	A	A	5	ENTAILMENT
4401	The	The	3.3	CONTRADICTION
4407	Two	Two	4.7	ENTAILMENT
4408	Two	Two	3.3	NEUTRAL
4410	There	Two	3.9	CONTRADICTION
4412	There	Two	2.4	NEUTRAL
4414	Two	Two	3.8	NEUTRAL
4417	There	A	3.6	CONTRADICTION
4418	A	Chopped	4.9	ENTAILMENT
4426	The	The	3.9	CONTRADICTION
4431	Some	The	1.9	NEUTRAL
4432	The	Some	3.4	NEUTRAL
4439	There	A	1	NEUTRAL
4440	A	A	1.1	NEUTRAL
4442	A	A	1	NEUTRAL
4443	A	A	4.2	NEUTRAL
4445	A	A	4.3	ENTAILMENT
4446	A	A	3.4	CONTRADICTION
4447	A	A	1.7	NEUTRAL
4454	The	The	4.35	ENTAILMENT
4457	A	The	4.3	NEUTRAL
4458	The	A	4.1	ENTAILMENT
4464	A	A	3.6	NEUTRAL
4468	A	There	2.6	NEUTRAL
4469	A	A	3.6	ENTAILMENT
4471	A	A	4	NEUTRAL
4472	The	A	5	ENTAILMENT
4473	A	A	3.8	NEUTRAL
4481	The	Oil	5	ENTAILMENT
4486	The	The	1	NEUTRAL
4487	The	The	1	NEUTRAL
4490	A	A	4.1	ENTAILMENT
4497	The	The	4.5	ENTAILMENT
4498	The	The	3.3	CONTRADICTION
4501	The	The	3.2	NEUTRAL
4503	The	The	3.1	NEUTRAL
4507	The	The	4	ENTAILMENT
4509	There	A	3.3	CONTRADICTION
4511	There	A	3.5	CONTRADICTION
4513	A	There	1.1	NEUTRAL
4514	A	A	1.1	NEUTRAL
4515	A	There	1.3	NEUTRAL
4516	A	A	1.3	NEUTRAL
4517	A	A	4.8	ENTAILMENT
4522	A	There	3.5	NEUTRAL
4523	A	A	2.8	NEUTRAL
4524	A	There	2.4	NEUTRAL
4525	A	A	2.9	NEUTRAL
4526	A	A	4.4	ENTAILMENT
4529	A	There	4.4	CONTRADICTION
4534	A	A	2.9	NEUTRAL
4540	A	There	3.1	NEUTRAL
4541	A	An	4	ENTAILMENT
4544	A	A	5	ENTAILMENT
4549	A	There	4.3	NEUTRAL
4551	There	A	3.1	NEUTRAL
4553	A	A	4.9	ENTAILMENT
4556	A	There	3.4	CONTRADICTION
4558	There	A	3.5	NEUTRAL
4559	A	A	3.5	NEUTRAL
4562	Some	A	4.5	ENTAILMENT
4564	Two	Two	4.8	ENTAILMENT
4565	Two	Two	4	CONTRADICTION
4567	Two	Some	4	NEUTRAL
4569	There	Two	3.4	CONTRADICTION
4570	Two	Some	4.4	ENTAILMENT
4573	Two	Two	4.6	ENTAILMENT
4574	Two	Two	3.3	CONTRADICTION
4579	Two	A	1.9	NEUTRAL
4580	A	A	5	ENTAILMENT
4581	A	A	3.2	CONTRADICTION
4585	A	There	3.4	CONTRADICTION
4590	There	A	3.3	CONTRADICTION
4595	A	A	1	NEUTRAL
4596	There	A	1	NEUTRAL
4597	A	A	1	NEUTRAL
4601	There	A	3.5	CONTRADICTION
4605	There	A	2.3	CONTRADICTION
4606	A	A	4.4	ENTAILMENT
4611	A	A	4.7	ENTAILMENT
4612	There	A	3.8	CONTRADICTION
4616	A	A	4.5	ENTAILMENT
4617	There	A	3.5	CONTRADICTION
4619	The	The	3.8	CONTRADICTION
4626	A	There	3.8	CONTRADICTION
4630	A	The	1	NEUTRAL
4632	There	The	1.1	NEUTRAL
4633	A	The	1.1	NEUTRAL
4634	A	A	4.9	ENTAILMENT
4635	There	A	3.7	CONTRADICTION
4636	A	A	5	ENTAILMENT
4637	There	A	4.4	CONTRADICTION
4643	A	A	4.5	ENTAILMENT
4644	There	A	2.5	CONTRADICTION
4646	A	A	2.92	NEUTRAL
4648	A	A	3.3	NEUTRAL
4651	A	A	4.6	ENTAILMENT
4652	A	A	4.8	ENTAILMENT
4653	There	A	3.4	CONTRADICTION
4656	A	A	1.1	NEUTRAL
4659	A	There	1.1	NEUTRAL
4660	A	A	1	NEUTRAL
4662	There	A	3.6	CONTRADICTION
4663	An	A	4.9	ENTAILMENT
4664	There	A	4.3	CONTRADICTION
4665	A	An	3.2	NEUTRAL
4666	A	There	2.7	NEUTRAL
4668	A	There	2.4	NEUTRAL
4669	A	A	2.7	NEUTRAL
4671	A	A	3.7	CONTRADICTION
4673	Someone	Someone	4.5	ENTAILMENT
4674	Nobody	Someone	3.8	CONTRADICTION
4679	A	Someone	3.7	NEUTRAL
4680	Someone	A	4.4	ENTAILMENT
4681	A	A	4.8	ENTAILMENT
4683	A	A	4.9	ENTAILMENT
4685	A	A	2.9	NEUTRAL
4686	A	A	3.5	NEUTRAL
4687	A	A	3	NEUTRAL
4688	A	A	3.4	NEUTRAL
4689	A	A	3.2	NEUTRAL
4696	A	A	4.2	ENTAILMENT
4697	A	A	2.9	NEUTRAL
4699	A	A	4.7	ENTAILMENT
4700	A	A	3.5	CONTRADICTION
4701	A	A	4.2	ENTAILMENT
4702	A	A	3.1	NEUTRAL
4710	Some	Pieces	4.7	ENTAILMENT
4711	There	Pieces	4	CONTRADICTION
4712	Some	A	3.6	NEUTRAL
4713	A	There	4	NEUTRAL
4716	A	Pieces	4	ENTAILMENT
4717	A	A	4.9	ENTAILMENT
4718	There	A	4.3	CONTRADICTION
4720	A	A	4.5	ENTAILMENT
4724	A	A	3.3	NEUTRAL
4725	A	There	2.9	NEUTRAL
4728	A	A	4.485	ENTAILMENT
4729	There	A	4	CONTRADICTION
4731	A	There	3.4	CONTRADICTION
4735	A	There	3.3	CONTRADICTION
4740	A	A	4.1	CONTRADICTION
4742	A	A	4.1	ENTAILMENT
4743	A	A	3.7	NEUTRAL
4745	A	A	4.5	ENTAILMENT
4746	A	A	3.6	NEUTRAL
4752	A	The	1.9	NEUTRAL
4753	A	The	1.5	NEUTRAL
4756	A	The	1.2	NEUTRAL
4759	A	A	4.5	ENTAILMENT
4760	A	A	3.8	NEUTRAL
4761	A	A	1.9	NEUTRAL
4762	A	A	1.1	NEUTRAL
4763	A	A	1	NEUTRAL
4764	A	A	1.5	NEUTRAL
4766	A	A	4.7	ENTAILMENT
4769	The	The	3.6	NEUTRAL
4771	The	A	1.1	NEUTRAL
4774	A	The	1.5	NEUTRAL
4777	A	A	4.6	ENTAILMENT
4780	A	A	3.7	NEUTRAL
4782	A	There	3.5	CONTRADICTION
4788	An	A	1	NEUTRAL
4790	A	A	1	NEUTRAL
4793	A	A	4.6	ENTAILMENT
4794	A	A	3.6	CONTRADICTION
4795	A	A	5	ENTAILMENT
4796	There	A	3.1	CONTRADICTION
4797	A	A	4.5	ENTAILMENT
4798	There	A	4	CONTRADICTION
4799	A	A	4	NEUTRAL
4800	A	A	3.6	NEUTRAL
4802	A	A	4.9	ENTAILMENT
4805	A	A	4.9	ENTAILMENT
4806	There	A	3.4	CONTRADICTION
4807	A	A	3.9	NEUTRAL
4808	A	A	4.3	NEUTRAL
4810	A	A	3.5	NEUTRAL
4811	A	A	4.3	NEUTRAL
4812	There	A	3.4	CONTRADICTION
4813	A	A	3.4	NEUTRAL
4815	A	A	4.9	ENTAILMENT
4817	A	An	5	ENTAILMENT
4819	A	An	2.8	NEUTRAL
4820	A	There	2.9	NEUTRAL
4821	A	A	2.8	NEUTRAL
4822	There	A	2.1	NEUTRAL
4825	A	A	3.6	CONTRADICTION
4826	A	A	4.6	ENTAILMENT
4832	A	A	4.7	ENTAILMENT
4836	A	A	3.2	NEUTRAL
4839	A	A	2	NEUTRAL
4842	A	A	4.835	ENTAILMENT
4844	A	A	5	ENTAILMENT
4845	There	A	3.9	CONTRADICTION
4847	A	There	1	NEUTRAL
4848	A	A	1.3	NEUTRAL
4849	There	A	1.2	NEUTRAL
4853	A	An	4.9	ENTAILMENT
4855	A	An	3.1	NEUTRAL
4857	Some	A	3	NEUTRAL
4858	A	A	3.4	NEUTRAL
4859	A	A	3.7	NEUTRAL
